id,tweet,class
20390,RT @ryancruz_: Travis always on my TL being ghetto &#128514;&#128514;,other
20392,RT @ryandolan123: when people say coloured http://t.co/2lKUkctPf0,other
20396,RT @s_bitchy: Bitches be fallin so Inlove w. Niggass &amp; then he go get a new bitch &amp; they try go get a new nigga to try to forget about the &#8230;,hate speech
20401,RT @salmeron_bryan: You're not the father ! What every Mexican/nigger loves to hear.,hate speech
20403,RT @salomanizor: Too many faggots on here that think they can address me by my first name,hate speech
20405,RT @samknight1: @EliLake @saletan @JeffreyGoldberg Yeah I know it's Jeff's book. The one where he admits to beating prisoners and lying abo&#8230;,other
20409,RT @saramariewelch: Been my main nigguh since digital camera selfies @thorpe_emily http://t.co/XiQiRbQ7mP,hate speech
20415,"RT @sassytbh: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a b&#8230;",other
20422,"RT @sblmnl_crmnl: @woods_lamar shut your nigger ass, lamar",hate speech
20428,RT @scottiken: It's settled. The Ding Dong is far superior than the Twinkie.,other
20429,"RT @scottvtracy: @AbuYazidMuawiya @amustafaanbari1 Congratulations for reinforcing the stereotype for insecure, uneducated, uncivilized, ba&#8230;",other
20433,"RT @seanmdav: Since I know you're wondering, @blakehounshell: No, Cracker Barrel is not a place to buy barrels full of crackers.",other
20438,RT @sepinwall: Day 2 of FXX&#8217;s Simpsons marathon &#8212; &#8220;Bart&#8217;s Dog Gets an F&#8221; to &#8220;Last Exit to Springfield&#8221; &#8212;&#160;will be the best consecutive 24 ho&#8230;,other
20441,"RT @shakiraevanss: Criticize Amanda for saying the n word, sure, but don't make jokes about her sexual assault, don't be trash.",other
20449,RT @sheemteam97: Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;,hate speech
20458,"RT @sickipedia: I drove my daughter's guinea pig to the vet's this morning. 

I'm quite handy with my new Callaway golf clubs.

#sickipedia",other
20463,RT @simplyforkicks: Quan helps everyone out with random questions and computer stuff but no one can oop him GRs?! Something ain't right abo&#8230;,other
20466,"RT @skullmandible: Now Call Down Your Dark and Your Cold and Be Damned, Charlie Brown",other
20467,"RT @sky106radio: For lots of great oldies, check out ""Memories and More"", with Yankee Rose, today from 1:00 PM to 4:00 PM Eastern! http://t&#8230;",other
20478,RT @sluggernation: The P72 Derek Jeter used to hit the walk-off single in his final @Yankee Stadium at-bat. (Images via @mlb_authentic) htt&#8230;,other
20485,"RT @sofuckingSwazye: ""mayonnaise colored benz i push miracle whips"" http://t.co/BmXuyP8ehH",other
20487,"RT @sorryimalex: ""now 5sos is starting to tweet the hashtag, they're trash!"" #vote5sos http://t.co/llkuz6VtAi",other
20488,RT @sorryimalex: &#8220;@lametears: i only rted alex ramos aka trash to gain followers&#8221; #vote5sos,other
20489,RT @sorryimalex: I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass,hate speech
20490,RT @sorryimalex: I'm only back cause I don't wanna see the boys lose to trash #vote5sos,other
20498,RT @southernshirt: The only things you need in life are comfy shirts and Oreos #southernshirt,other
20501,"RT @sportspickle: Yankees didn't want Russell Martin, so he signed with the Pirates 2 years ago. Pirates have made back-to-back postseasons&#8230;",other
20502,"RT @sportswithjohn: Dani Alves uses his new gray hair to talk himself out of a yellow card, telling the referee, ""I am but a humble senior &#8230;",other
20503,RT @spurs: It's a bird...It's a plane...It's SuperManu #NBASuperHeroes,other
20506,"RT @ssbeirne: It's a bird! It's a plane! It's a boat! No...It's, it's... a flying human? #lakeerie #cle http://t.co/TTL10nqBzJ",other
20513,RT @stepheeezyy: Rt *nigga *bitch *him &#8220;@187XO_: ' I will never date a female with another niggah name on her lol . Wtf .&#8221;,hate speech
20514,RT @stephpaulus: I have yet to master the art of eating a powdered donut without looking like I just left Charlie Sheen's house.,other
20516,RT @steviegarcia11: Here come wiggas soft tweets.. &#128514;,other
20518,RT @stoolpresidente: If a tree falls in the woods and nobody is around does it make any noise? If NJ blows away and only trash live the ...,other
20521,RT @studio6263: M&amp;S bids for most social Christmas yet with &#8216;Follow the Fairies&#8217; campaign http://t.co/5OaL2EHhG2 #CLE #marketing,other
20525,"RT @supercos7: @peddoc63 @Cavemaninc @CarmineZozzora @DB103173 
Charlie understood &#128299; how to keep those percentages &#128201; lower.. http://t.co/&#8230;",other
20529,"RT @sweetromance: @1visionamd @Redeemed1952 @AZWS Once again, birds of a feather....",other
20530,RT @syd_renae: @2014Alyssa I have a pink fuzzy one &amp; a silky silver one. Bathrobes are a wonderful thing &#128129;&#128526;&#128525;,other
20532,RT @sydswag2: Buy me double stuffed Oreos and you can be my boyfriend,other
20535,RT @tableninemutant: So City Lights is a Charlie Chaplin movie by @007hertzrumble http://t.co/qYN1Bc7MxS via @wordpressdotcom,other
20542,RT @taylor_TM: @PacmanJonez @PhilWOTG you the whitest person on my TL but you always so ghetto. Im sick of it,hate speech
20543,RT @taylorcaniff: I wear beanies all winter long! So no bandanas till summer&#128525;,other
20544,RT @taylorcaniff: I'm having a date at Yankee Field then getting kiss cam.. #bucketlist,other
20555,RT @tbhjuststop: my score on flappy bird is higher than the broncos score right now,other
20558,"RT @teapot: Stuff broke loose, must not panic and share GIF instead http://t.co/JL4GuIeJ84",other
20562,RT @terri_georgia: Charlie Crist Leads Rick Scott In a Florida Governor's Race Where Every Vote Will Matter http://t.co/FWUH5pVnjk,other
20564,"RT @th3j35t3r: Prime suspect of #Foley murder is 23y/o British Jihadi who, wait for it ... ""declared his allegiance to Anonymous'"" http://t&#8230;",other
20566,RT @thachosenkid321: @DonQuixtote he trash tbh #StartMikeVike,other
20570,RT @thatgirlran: &#8220;If your 15/16 ACT like your those ages not like your 20. Its not cute.&#8221; That awk moment when I thought this tweet was abo&#8230;,other
20573,RT @theChefBoyRD: @victoriaaa_lee @anniespringer_ ew she's so ugly who is that hoe,hate speech
20579,"RT @the_blueprint: in the trash, i hope. RT @ComplexMag @BigSean just dropped four new songs",other
20612,RT @thereal_EMandM: Yankee Doodle had a farm. Cotton farm,other
20620,"RT @theycallmenavy: @royaltyclubvp @Aswaad88 worse yet u meet a bird with a nice ras and you're like ""something about u looks familiar"" lol&#8230;",other
20633,"RT @ticiaverveer: Royal city of the Kushite kings at Meroe (Sudan),near River Nile.It was the seat of the rulers who occupied Egypt http://&#8230;",other
20640,RT @tishforprez: that pointy nail game is for da birds.,other
20643,RT @tj_curtin: A birds eye view of today's #harvest14 activities. Thanks @BrentJFF for the great camera work! http://t.co/RgETR4tV4S,other
20647,RT @toddknife: Full @weakenednachos set (except the last song) from Southern Darkness Fest last month. Who's the ape on guitar? https://t.c&#8230;,other
20648,"RT @tokmetzis: Dreigdwergen, haatsmurfen en de Roze Khmer: hoe Twitter een slagveld werd https://t.co/lhVKkkHQDF via @decorrespondent",other
20649,RT @tolkienproverb: Fairy tale does not deny the existence of sorrow and failure...,other
20652,RT @tomtomorrow: Have their been any reports of an aerosolized virus that turns apes intelligent? Seems like that kind of day.,other
20653,"RT @tonymoore: Found cheese cracker sandwiches in the cabinet, a year expired. Ate them anyway. If I die tonight, these will be the worst l&#8230;",other
20654,RT @tonyrobbins: Piers Morgan to Charlie Sheen: &#8220;You were taking Cocaine&#8230;&#8221; Charlie Sheen: &#8220;I wasn&#8217;t taking it. I had to pay for it.&#8221; via ...,other
20657,RT @townhallcom: Charlie Crist Refuses To Back Down From Race-Based Attack On GOP http://t.co/zSHn94OK9S,other
20660,RT @tracksideonline: There will be track sweeping during this yellow.,other
20661,RT @transtrenda: Okay okay but. Trans birds,other
20669,RT @trayn1gga: Alabama is overrated this yr the last 2 weeks has shown too many chinks in their armor WV gave them hell too,other
20670,"RT @trentlilweezy: ""you are trash""

me: http://t.co/nX2tqImO2a",hate speech
20675,RT @trianglesoul: I wanna eat weed brownies but then I ask my self if I really wanna spend countless hours watching a documentary on sea tu&#8230;,other
20687,"RT @tsgnews: UPDATE: Collegian dressed as yellow Teletubby will face charges for break-in, theft of Chinese food leftovers... http://t.co/S&#8230;",other
20689,RT @tumblrfunniest: When I throw away paperball perfectly into the trash can: http://t.co/215E0H0PS9,other
20697,"RT @twerkn4boba: "" fuck you say bitch? I will kill you "" http://t.co/3EiGzh6Q13",hate speech
20703,RT @tylerschuster88: How much coke did Charlie sheen do?.. Enough to kill two and a half men I guess,other
20706,"RT @ugIycutie: one, two, three, four, how many niggers are in my store?",hate speech
20711,RT @uncledaddy69: @weakenednachos California's biggest retards. Don't forget about HOLY who just released an amazing EP.,hate speech
20714,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;",hate speech
20715,"RT @usmntHistory: On this #USMNT day 2014, the Yanks advanced out of the #GroupOfDeath despite a 0-1 loss to #GER.",other
20718,"RT @varepall: Charlie Rangel on GOP: They 'believe slavery isn't over' http://t.co/I8nolg9m6O

RANGEL IS A FLAGRANT TAX EVADER AND RACIST",other
20719,RT @veeveeveeveevee: If I was Obama Id call a press conference &amp; slit joe bidens neck on live tv just 2 show these crackers I mean business&#8230;,hate speech
20730,RT @vexedmentals: draya really out catching a tan while her son looking out the window like the ikea monkey while everybody trick or treati&#8230;,other
20736,RT @vinehumor: Flappy bird is taking over my life. I can hear the bird crashing every time something goes wrong. https://t.co/kuLDr4mabp,other
20738,"RT @viper5816: Sen. Harry Reid Lists all the Things Republicans Have Blocked in the Senate http://t.co/bjoWvABwhi via @townhallcom
He is ho&#8230;",other
20739,RT @virleehol: @cbinflux Well we sure as heck know how to read. I'm reading the trash right now and almost everything I've heard on the web&#8230;,other
20742,"RT @vodkapapixo: Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well.",hate speech
20746,RT @walshnyc: Which World Cup Teams Are Jihadis Rooting For? http://t.co/ecU754zHKk @versharma @vocativ http://t.co/8z0B7ocMqP,other
20748,"RT @washingtonpost: China's bird flu outbreak: 3 good signs, 3 bad signs and 3 very bad signs http://t.co/v3n67Gs5Mw",other
20752,RT @wcvbkelleyt: Just me or are there a lot of tweets from media tonight about election night food??!! For the record: cheese &amp; crackers @s&#8230;,other
20753,"RT @weakenednachos: last thought before bed: in '92 we had a ""mock election"" in 3rd grade and i voted for Perot. maybe i related to his rea&#8230;",other
20760,RT @whisperdispatch: Charlie wearing the 'Don't Tread On Me' flag pin? Every Dem should show up in Congress in 2015 wearing that @ESQPoliti&#8230;,other
20761,"RT @whitbreezy: Once I get a cold beer in my hand there ain't no mistakin who I am, I can't hide my redneck side",other
20768,"RT @wilw: Even shorter Charlie Sheen: ""Your move, Mel Gibson.""",other
20771,"RT @wisdom_spewed: No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty.",hate speech
20775,"RT @wizkhalifa: On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.",other
20779,RT @wleerpcv: My Chinese social media feed is in total hysteria over the onset of bird flu &amp; recent dead pigs in the river in #Shang ...,other
20792,RT @wtfdawkins: Let's go Yankees,other
20794,RT @wvjoe911: Gov Rick Scott Refuses To Debate Charlie Crist Because Of A Small Fan http://t.co/hKMfPnRukU,other
20795,RT @wwwobert_: New avi thanks to b Oreo,other
20808,RT @xDSmooth: The way this niggah just flinched at this movie was #priceless @1BookieG,hate speech
20820,RT @xenakix2243: Feeling the crisp fall wind spinning around me and watching the colorful leaves fall like rainbow colored raindrops slowly&#8230;,other
20831,RT @xoxo_Geee: Chest tattoos on females are trash .,other
20843,RT @yankee7kid: Who's to blame for the Yankees underperformance this year? The Umps? Management? The Ebola Outbreak?...How 'bout the player&#8230;,other
20882,RT @zachpiecowiak: @Eddie_Sativa87 you're a fucking queer,hate speech
20883,"RT @zachthorpe78: ""the trash generation""",other
20884,"RT @zachthorpe78: where are all the thinkpieces on why kids call themselves ""trash"" and ""garbage"" these days",other
20891,RT @zippy1981: @voretaq7 from a TDD POV linux is just a mock for the kernel of the GNU/HURD system.,other
20892,RT @zoejoiner: if you're gonna trash talk my piercings don't say it in front of my best friends &#128514;&#128514;&#128514;&#128514;,other
20898,RT what got me into baseball! :Well only a couple more days till all these legends will be retired #CORE4 #Yankees http://t.co/bL2V1v2n9T&#8221;,other
20899,"RT!
COMMENCE CARPET BOMBING! All #Iraq soldiers in this video http://t.co/7oLD2eDB1R executed by Jihadis from #Tunis http://t.co/02E1cEOE3z&#8221;",hate speech
20902,RT'in your own shit now pussy what a joke you'd end up just like all the rest no show chicken shit mother fucker,hate speech
20904,"RT: Thank you, Captain. It'll never be the same. @Yankees #Jeter#2 http://t.co/EIe8D8C5cj&#8221;",other
20910,"Rams too ""@GnarlsDarkley: Lakers as a whole is trash RT @80sbaby4life: Jordan Hill is trash. Play Davis and Randle more""",other
20916,Raunchy ass hoe.,hate speech
20918,Ravioli stuffed wit lobster nd a nice stuffed clam #eating betterthanamobster http://t.co/PzdoESaR,other
20922,"Re: Alexander Skarsgard, my roommate has declared: ""He's a sexy albino lizard. i dont know how that's sexy, but it kinda is.""",other
20923,Reaaallly wish I had more milk for Oreos. Lol,other
20926,Ready to go get my fried Oreos,other
20928,Real basketball players get disappointed when they throw something in the trash can and miss,other
20941,Real talk not being byes or nothin! The whole NFC south glad bag trash this year none of the teams have a chance making it to the playoffs!,other
20946,Really craving my arroz con pollo y habichuelas right now,other
20947,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..,other
20950,Reaper drones pinpoint Jihadi John http://t.co/IBScZeLxXe via @MailOnline,other
20957,Regular joes rockin tha boat that's us redneck yacht clubbb&#9728;&#127926;,other
20959,"Remember that fear is there to guide you, not cripple you.",other
20966,Republicans aren't the only racist in America. We have racist Democrats too. But don't play the token negro card... http://t.co/FT5c4yhraG,other
20967,Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa,other
20969,"Rev. Charlie Rangel: What Unions Stand For Are &#8220;Spiritual Damn Things&#8221;&#8230; LIKE INFLATABLE RATS. 

 http://t.co/2nmrLDvIgB",other
20970,Review: The Yanks are Coming! A Military History of the United States in World War I http://t.co/Hv4k1yZACH via @BreitbartNews,other
20971,"Rewrite, tinker with it's official language regarding same-sex relationships, divorce, remarriage, etc. But nothing is set in stone at all.",other
20985,Roman Catholics in the US are trash. They give Catholics in Europe a bad name.,hate speech
20990,"Rose colored glasses only, you guys. #wvnextin6",other
20991,"Roseanne really bums me out. The show, and the woman. On that note, it's time to chug some ZzzQuil.",other
20992,"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie",hate speech
20996,Rotherdam #RapeJihad coverup: young girls sacrificed on altar of political correctness in favor pf paki pedo gangs http://t.co/RDgyG6GURv,other
21003,Ruby is not ugly #bunga bunga,other
21004,Rudy Throws Fastballs Near Charlie&#8217;s Chin..(No Sweat) Crist Ducking Giuliani Campaign Politics In Florida! DoG http://t.co/EJpdwlS5qj&#8217;s-chin,other
21015,Russel Martin had a miserable season but is quietly having a good September #Yankees #BlueJays #MLB,other
21023,"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it.",hate speech
21029,S/o to my mom came home to tacos and brownies &#9786;&#65039;&#128523;,other
21036,"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass &#128514;",hate speech
21038,SNL mocks entire Obama tenure in Ebola skit - Hot Air http://t.co/miJdg6x6UC,other
21039,SOMEBODY please BRING OUT OF MY hotel room and HIRE ME for something REAL&gt; I work hard for somebody throwing me in the trash. #IWantOut,other
21041,STFU BORIS FAGJO! RT @Maxin_Betha Cause he a faggot!! Makes sense now right?? RT @ChannyMaraj Bran prolly real nurturing lol,hate speech
21048,Saltine crackers for dinner lol. Sad lyfe.,other
21058,"Same reason u look like anthony davis with them eyebrows""@RyanH_Slick: Why the fuck do niggers act so different when girls are around?:-S""",hate speech
21061,Sapete che? Vi odio..... ho finito..,other
21063,"Saw 5 pick up a dime off the floor with her toes. Apparently my ""monkey toes"" gene is strong with that one.",other
21065,"Saw brownies on the kitchen counter, bit into one and immediately a surge of pain and spice hit my tongue. Chili flakes. Eff you, Brian.",other
21081,Scandal: A Negro Bed Wench's Fairy-tale and propaganda: http://t.co/tp1Sa5u8uO via @YouTube: A must see for Hebrew Daughters of Zion!,hate speech
21083,"School
Schoo
Scho
Sch
Sc
S
St
Sta
Stay
Stay h
Stay ho
Stay hom
Stay home",other
21087,Scott brooks finds new ways to flip me the bird each game. I know it's the right move but #Idontcare #KDStreak #imsad,other
21096,"Seattle Mayoral Election this year. A choice between a bunch of women, non-whites, and faggots/fag lovers.
http://t.co/rwhgMRLaZX",hate speech
21097,Sebastian is high on cat nip rn,other
21104,"See me ride out of that sunset, on your, colored TV screen #TNT #ACDC",other
21107,See the jumbotron? That&#8217;s where the jig is,other
21113,See&gt; Its a FINE LINE&gt; Killing #faggots doesn't change the source of their creation. Which is #Stupid PEOPLE #overbreeding&gt; #PERIOD&gt;,hate speech
21116,Seeing another baseball team just makes me wanna book my @Yankees trip right now.,other
21119,Seeing ugly bitches get pregnant let's me know that nigga swill fuck anything with a pussy. Alcohol is no longer the excuse. You was pressed,hate speech
21120,Seem like da colored folk be gettin in da way lately. I just sayin,hate speech
21124,Selling ex lax brownies in front of Meijer to pregnant women. #GoodDeed,other
21125,Senator @tedcruz is an anchor baby! Go back from where you came. #natural #born #Canadian,hate speech
21130,"Sent ideas in to VOEM , they only seem to wanna hold testing/drills in nice weather, we need to run mock incidents in bad weather, night,",other
21131,Serious question here; How many country songs mention honkey tonk(s)?,other
21134,"Seriously, reading 'thriller' like books spook me more than most horror movies. 
#bookgeek",other
21139,Sewing is also a requirement to be an #ISIS Jihadi girl - keep the men's clothes presentable #ISISFeminism http://t.co/sN5KUwMX78,other
21147,Shades of Eric Chavez's past gold glove! #Yankees #Oakland,other
21153,"She May Be Dumb As A Stump, but even Sarah mocks OBAMA! http://t.co/Qwxb4wbfZq&#8221;",other
21182,She got every niggah lookin like dam,hate speech
21184,"She has zebra tights in her take home bag, me and my mom are just &#128525;",other
21208,She sounded like a bird crowing,other
21216,She trash tho.,other
21218,She unfollowed me after I said I cried watching dawn of the apes lmaooooooo,other
21227,She's definitely a Kardashian bird RT @BasedChasen: http://t.co/RY3ocBwVTn,other
21228,She's just mad cuz her big toe looks like an angry bird! Haha,other
21229,Sheehey back door cuts still go un guarded! #IU #HoosierHoops #hoosiers,other
21230,"Sheeple just like &#128073;@sweetpotatertot:OH those ""racist"" ""sexist"" ""teabaggers""who just elected these two old white men. http://t.co/x3BwNM3jiI&#8221;",hate speech
21247,Shoot that nigga an his shorty bitch .,hate speech
21249,Short answer: Yes. ~ Sage Grouse Rebellion: Will Obama use two small birds to limit oil drilling in the West? http://t.co/TK0nZBBTte,other
21251,Should #Oscar go to @AndySerkis or #Computer that turned him into an ape? http://t.co/oWgoCjxpXs NO...The #ComputerScience major #Movie,other
21252,Should I be worried that a lady behind my building is talking to a crow?,other
21254,Should I take a nap though too kill a mocking bird or nah?,other
21275,Shut up birds it's bed time.,other
21280,Shut up faggot,hate speech
21285,Shy girls &gt;&gt;,other
21287,"Shy singer surprises and melts Simons heart: http://t.co/RbCWsvvdJY 

This was so damn beautiful! I almost cried!!",other
21288,Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/iX03VrK0KI via @BreitbartNews,other
21289,Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/rX8ynPg1Yd via @BreitbartNews,other
21293,Sick of your coon antics RT @POONsoaker: Accuracy RT @Thotcho: &#8220;Henny &gt; water&#8221; &#128128;&#128128;&#128128;,hate speech
21296,Sierra almost got caught with the ole hick &#128514;&#128514;&#128514;,other
21297,Sighs of relief from Beijing Guoan fans &amp; #China's govt as club nips Japanese rival 2-1 in tense match: #football http://t.co/EesEOR7Iba,other
21302,Sinai Jihadi Group Beheads 3 Accused of Being 'Spies of the Jews' http://t.co/3CDOsElI1k via @BreitbartNews,other
21317,"Sitting alone watching White Chicks, no pants, fuzzy blankets, tea || turn up",other
21318,Sitting at the bar at work watching Walking Dead and all these fucking wetbacks decide to come in &amp; turn on their spic music. Jesus Christ,hate speech
21319,"Sitting on the deck, enjoying a #StoneIPA, watching/smelling the neighbors burn trash. #Missouri http://t.co/VlnhyAhaEW",other
21320,"Sitting on the deck, enjoying a #StoneIPA, watching/smelling the neighbors burn trash. #Missouri http://t.co/m9wYnrLtWz",other
21322,Sixten just shoved like 8 Oreos down his throat,other
21325,Skippy and the Kats. #FezBandName @RonandFezSXM,other
21327,Slack jawed yokel husband http://t.co/VE1PWFrz9t,other
21350,Smh hate that hoe,hate speech
21352,Smh queer,hate speech
21353,Smh u niggers &amp; ur music knowledge,hate speech
21367,Smuggled letter by Gaza tunnel digger details suffering under Hamas rule http://t.co/jusiee1yhK via @TheMuslimIssue,other
21374,So I decided to drive to the good walmart where the colored folks don't go bc it's food here.,hate speech
21385,So I'm at #tedgibson and Ted is getting his hair colored right beside me. Heeeey!,other
21386,"So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia.",other
21387,So Politico says Rney will win and then goes after Gallup for doing the same thing. LMAO at you #teabaggers #morningjoe,other
21389,So am I the only cracker up playing his guitar (thank you @Tampa_Rick ) on this Saturday night?,other
21402,"So i bought condoms for my party at rite aid and the lady gave me a dirty look, just now i came back and bought trash bags #imagineherface",other
21409,"So let's see what you look like in the AM without the 10 filters and colored contact lenses, your followers are dying to know 

@uberfoxy",other
21410,So many bitches in one sentence #fixitjesus,hate speech
21412,So many hoes whipped you would have thought we were still in slavery,hate speech
21414,So many weird people in the ghetto at this time.,other
21415,So much for #UCLA being the team to beat they are trash,other
21416,So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!,other
21419,"So my daughter seen Charlie Villanueva... Questions on 1,000 &#128514;&#128514;&#128514;&#128514;",other
21421,"So my light was off &amp; door was closed , mom walks in turn lights on . Tells me to take trash out in the morning . then walked out.. Light on",other
21424,So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night,hate speech
21426,So now been trill is trash cus asap said so &#128533; ok,other
21430,So real it's unreal LOL #Yankees #WorldSeries #27andCounting #MLB #MLBtheShow12 http://t.co/tdMrBsnP,other
21441,"So we are not even two full games into the season, and the fairweather whining is already in full effect? #Yankees",other
21447,"So you don't want to see the true life story of American heroes, Bizzy, Lazy, Krayzie &amp; Wish... you wanna watch hillbillies shoot pumpkins",other
21451,"So, I can get into something closely approximating the full bird of paradise yoga pose. TIME TO MAKE MY RAGDOLL COSPLAY",other
21452,"So, about this flappy bird game then.",other
21459,Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War,hate speech
21466,Some Douche cubs redneck cubs fan freaked out asking if bites..... No you bloody BERK!!! He's like the&#8230; http://t.co/ulc6CMVtki,other
21467,Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.,other
21468,Some are oval and some are pink some are blue and some are just yellow,other
21476,"Some black people live in an entirely different world where everything is peaches and cream, apparently. Take off the rose colored glasses.",other
21484,Some lying ass hoes lol,hate speech
21489,Some niggas save hoes,hate speech
21495,Some of these hood negros don't deserve bail money the way they be visiting jail.,hate speech
21509,"Somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall",hate speech
21511,"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship",hate speech
21516,"Someone at my household wants to die. I get all excited to enjoy a couple of Oreos, but someone left ONLY ONE. ONE FRIGGIN' OREO. &#128545;&#128548;&#128544;&#128298;&#128299;",other
21519,Someone come take these brownies away from me before I eat the whole pan!,other
21521,Someone please bring me Goldfish crackers,other
21522,Someone probably told him 6 God was trash.,other
21523,"Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming, even amongst clippers.",other
21524,Someone shut this beaner up please.,hate speech
21525,Someone tell @RSherman_25 his dreads are part of the uniform. I'd pull your hair too. Why are you trash talking? Cut your Doodoo braids.,other
21527,Someone tell the royals to stay home there trash&#128553;,other
21531,"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @binniemouse was dying lol",other
21538,"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house.",other
21546,"Sometimes, even I gotta tell these hoes to grow up smh",other
21553,Sonnen is a faggot,hate speech
21555,"Soon @fuckeveryword will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots.",hate speech
21557,Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @Bekkalina13,other
21559,"Sore Loser Charlie Crist Won&#8217;t Give Concession Speech, Calls For Recount http://t.co/MVhecTyUYs #tcot #pjnet",other
21560,"Sorry Sam, I went to @elonuniversity RT @wulfpacksam83: Is wes durham woody durham son???? If so, why is that tar baby doing a PACK game.",other
21562,Sorry all my fellow negros,other
21563,Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so y'all would like me,hate speech
21571,Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.,other
21572,Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.,hate speech
21573,Space brownies &#128125;,other
21578,"Speaking of ford and garland, I need to get my sub from there. And a job application. Lol killin 2 birds with one stone!! #merica",other
21580,"Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... http://bit.ly/aKyqk2",other
21583,"Spending money on these hoes , nigga you aint fuck SHIT &#10071;&#65039;",hate speech
21584,Spics are half breed trash. No filthy native should be allowed to speak to any European.,hate speech
21592,Stafford trash without Megatron #fantasyfootballproblems,other
21598,Stay home then bitch fuck u,hate speech
21600,Stay warm &#10052;&#65039;&#127744; #beanies #sweaterweather #booty4ever http://t.co/zPTCkqybAM,other
21602,Stayin up late to watch #Ichiro #Yankees,other
21604,Step up and take your oppurtunity! #freshfaces #iubb #hoosiers,other
21606,Stephan A Smith saying Jay Cutlers shouldn't be a MVP candidate is just straight up retarded,other
21620,"Still really confused re #humplayproblems i think lucricus
Is a fag dagger",hate speech
21625,Stoni is a fuckin queer...,hate speech
21627,"Stop Smokin' Bathsalt, Charlie Brown! #rejectedpeanutsspecials",other
21634,Stop rt'ing Celtics trash please,other
21647,Stu a rape faced faggot man I'm sick of this nigga,hate speech
21648,Stuck up serious bitches are possibly the worst type of girls. Ever.,hate speech
21649,"Study by Center for Biological Diversity called (taxpayer funded) Ivanpah a &#8220;mega-trap&#8221;-will kill 28,000 birds year. http://t.co/xPXEhne29E",other
21670,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' http://t.co/gJKXmzIIzS,hate speech
21671,Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde,hate speech
21673,"Subtweet me one more time, you dirty chink whore",hate speech
21676,Such a trash episode of the walking dead tonight.,other
21679,Suddenlink is trash. Y'all know how important Bubble Guppies is to our day?,other
21686,Sunday's are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league.,other
21691,Supporters of officer Darren Wilson rally in St Louis http://t.co/HtfgJJ7kYt #ferguson #kkk #tcot #tpot #teabaggers #teaparty,other
21695,"Surprise, surprise! TSA trashes Brandon Darby's Border Patrol sources http://t.co/EtDKzFrRzK",other
21696,Surrender of Divinity - Conquerors of the Apocalypse: http://t.co/9Qv5RsY1p3 via @youtube &gt;Oriental Black Metal Hell!!,other
21701,Swap meet bound #beaner,other
21703,Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn &amp; Charlie Daniels at the same time? #morningjoe,other
21706,"Sweet baby birds, you crack me up. ~~ Houston Foodlovers http://t.co/2Idh4BatO1",other
